region,id,min_date,max_date,n_days
Latvia,2hA6oxAuJI94AydLWQ2qEU,2021-12-10,2021-12-10,1
Malaysia,5oq6nAmWWvj0pxRKjBmIOa,2017-07-30,2019-02-04,313
Dominican Republic,1syf62zw48zu4FrPwMtDHk,2020-03-20,2020-05-14,44
Panama,1Q5ccy6FsY9LIrXebNYOXF,2021-12-22,2022-02-11,52
Finland,6dPiivfqSFnjcurRHnNyBo,2017-03-24,2017-03-24,1
Hong Kong,68Vm2W4oURsPV3121vUZgB,2019-07-18,2019-07-25,8
Ukraine,1G1R0XgChe18Zr1o6tlmN6,2022-01-21,2022-01-26,5
Hungary,3jq1RpStaB1YGyN3rRZGca,2019-01-23,2019-01-29,6
Spain,1aYcpI8hXtpAEdBq8fp1pH,2018-08-24,2018-09-06,13
United Kingdom,3N9GvVYWFdMEEzdVVYFEnC,2021-05-28,2021-06-16,19
United Kingdom,54bFM56PmE4YLRnqpW6Tha,2020-11-12,2021-05-16,168
Austria,41L3O37CECZt3N7ziG2z7l,2020-01-03,2020-02-13,42
Spain,0pk1hxhJLBSZZ5RKBhcwOa,2020-08-14,2020-08-14,1
Colombia,0Be7sopyKMv8Y8npsUkax2,2021-10-22,2022-01-27,98
Slovakia,0lc70Jh2s1iOMuv9XIEhFy,2017-12-15,2017-12-15,1
New Zealand,2Z8yfpFX0ZMavHkcIeHiO1,2020-11-20,2020-12-03,14
Italy,6A5qLjVbEC2vNlu17tsExI,2020-01-22,2020-06-23,150
Nicaragua,6ocbgoVGwYJhOv1GgI9NsF,2019-03-02,2020-02-08,40
Peru,74j34STf8L6uADnTN69ohv,2019-12-29,2021-04-01,434
Japan,5KawlOMHjWeUjQtnuRs22c,2019-04-12,2021-12-15,979
United Kingdom,7rSnKi58HPIVC0FVyh04Q1,2020-02-07,2020-03-05,22
Colombia,1GeDO38NIKUFT7dzjifCbA,2021-11-26,2021-11-27,2
Bulgaria,19xuCobFr8orZ8BgPJYgd8,2019-05-31,2019-05-31,1
Hong Kong,0F02KChKwbcQ3tk4q1YxLH,2017-01-04,2021-11-28,1673
United Kingdom,4vCkQta0QD3NI3KmXhP1F7,2018-06-29,2018-06-29,1
Austria,3Q6b1Xws0tfmO3CGF56Caj,2021-03-05,2021-03-05,1
United States,50iiDJGpAPdr2VTrz999XA,2021-02-08,2021-02-08,1
Switzerland,5KawlOMHjWeUjQtnuRs22c,2019-04-12,2019-06-03,51
France,5KGTKwOePys7aH4o6EzXEP,2019-01-05,2019-01-28,5
Bulgaria,2OcbewDrWFNTYRqpSzJBCY,2021-10-08,2021-10-08,1
Lithuania,1jnJ0EKN5QbukBo8qkwmCv,2021-07-26,2021-07-26,1
Russian Federation,4a9FufecE8DI2PjiJnLlpS,2021-01-11,2021-08-26,228
Hong Kong,2ku0YBRddw3tTgvnwL4HZr,2021-01-29,2021-03-27,57
El Salvador,0m1zfGk4oYfj4NxBLNheHZ,2019-06-04,2019-06-17,14
United States,2yZax79pOrYuyIFVW2cZY2,2017-08-25,2018-09-03,94
Norway,2SDswD3RdceDWthkgCrCCU,2021-03-26,2021-04-01,7
Spain,6Na5uKk5SsqZimk0hAWo8y,2017-06-30,2017-07-08,9
Peru,3OeYgrFYUOSyA3XOWBCaLS,2020-04-02,2020-05-23,14
Mexico,3qM0vBxIe4VUbK0Z0smuVP,2020-02-05,2020-05-14,98
Taiwan,3HZ2FmxXk0WP1RjhavjBc4,2017-06-24,2017-07-30,6
Chile,0u13src3QcditRU5VPduML,2017-02-10,2018-07-02,487
Sweden,3kh6liHZ8IHHRFMHXNJ79Y,2018-01-26,2018-01-26,1
Romania,67uJv4hy7NQ569kCwHH8Zr,2020-06-25,2020-10-23,74
Ireland,2IiNA0s5eQBSjwK4iNeUvW,2017-08-17,2017-11-23,2
Czech Republic,3dYD57lRAUcMHufyqn9GcI,2021-01-24,2021-10-24,110
Denmark,4Bb594rBsVgi27dyem57Jb,2020-07-24,2020-07-24,1
France,6P8YkdLMTBA7z5nhKXgyi3,2018-12-31,2019-12-31,2
Canada,7d8dqy6GbiUqotcTSs0jXg,2021-06-10,2021-06-22,10
Greece,7oTE1KmtU2ml9zBhv9Reao,2019-08-30,2019-09-03,5
Dominican Republic,26lVCY0zjICC2qm5xz1uEZ,2017-01-29,2017-01-29,1
Hungary,0m6M0TRGs7dOqZAryYcwiH,2018-02-28,2018-03-22,8
Taiwan,4K7S8EEOrWIvnLen7GkmBY,2018-03-02,2018-03-02,1
Bolivia,5y7DaS3jAc9eZzcSOoUIwU,2020-09-07,2022-02-11,522
United Kingdom,2ELp0EL65yitpfJYwc5983,2021-06-04,2021-06-04,1
Australia,3ZMv9EzGoteNi5Qnx0KpEO,2017-01-04,2018-05-17,8
Hungary,0c7K73roy6RW4ebDkf4yGh,2019-09-17,2019-11-21,66
Finland,2KnLkZ3z7PO3kgVGHGqDpD,2021-12-03,2022-02-10,54
Belgium,1QL7nSDZCwZMnbisV4KOXt,2021-06-14,2021-06-15,2
United Kingdom,77KMttn3Lic7ZQKDlPqp8v,2019-09-27,2019-09-27,1
Czech Republic,0FuTx2s3YH1ppmtiM6l0zI,2017-01-01,2017-10-05,265
Canada,4oexZb9T0QV38CltZDS2XN,2017-05-12,2017-06-18,8
Germany,1KEs8UF0T4fqB2WvhNiv2y,2020-05-08,2020-05-08,1
Saudi Arabia,6gi6y1xwmVszDWkUqab1qw,2019-12-27,2021-10-20,511
Global,1Mb187X5w3OUQNH6P5M28Y,2017-10-27,2017-10-27,1
United Kingdom,0KJEIWTEKMfBL2J7Sn3X5I,2018-01-26,2018-01-28,3
Canada,57ZUX6TNyKLBydAdVVd02x,2021-05-14,2021-05-27,14
United Arab Emirates,0W6I02J9xcqK8MtSeosEXb,2021-06-25,2022-02-11,196
Poland,56KDoLjFIm7Yc7fX1XgpNw,2020-12-04,2020-12-04,1
Greece,3hVM0oRxIajmM4hndFWtcI,2020-09-25,2020-09-26,2
Hungary,6pyzBTIjcO2AMkKE6x2Otb,2017-12-31,2018-04-21,13
Belgium,2JNzo5lIfJNFXV1ttcLD7r,2021-11-05,2021-11-06,2
Belgium,4YMHk2VRIQpRv4aFtRzH12,2018-02-09,2018-02-09,1
Saudi Arabia,47EiUVwUp4C9fGccaPuUCS,2020-11-08,2020-11-26,19
Ecuador,7iXRsjttPa62GpOcqsx1aE,2017-01-02,2017-03-21,27
Guatemala,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,2021-10-28,154
Morocco,6fLVTVaHWaEfVKfEgbkf4D,2020-05-01,2020-05-01,1
Philippines,0tBbt8CrmxbjRP0pueQkyU,2018-12-27,2019-01-14,15
United Kingdom,0psS4i5YooJrXfDnGvWRLi,2021-01-22,2021-02-01,11
Switzerland,1nWNB6wF8adHJW4CvKrD3v,2021-07-02,2021-07-02,1
Portugal,1RPsOAaHaRu8JlVdeaciuL,2021-10-22,2021-10-22,1
Saudi Arabia,7fBeSAUphMYcArXbqkl8s4,2020-06-28,2020-06-28,1
Global,167NczpNbRF7oWakJaY3Hh,2017-05-04,2017-10-19,166
Uruguay,2v9D4gQDEptVIvF96NSmD9,2017-07-01,2017-07-01,1
Uruguay,1msEuwSBneBKpVCZQcFTsU,2021-04-09,2021-04-09,1
"Korea, Republic of",2jqwPBpJYLtn2ozWN5zgd7,2021-06-01,2021-06-12,11
Spain,6T3V7tEV5OFGUt5iF4y7W7,2021-12-03,2021-12-03,1
Ireland,7av3s72hOwmgzA2VE5pWDa,2021-06-10,2021-06-10,1
Canada,0lLdorYw7lVrJydTINhWdI,2017-11-18,2021-12-28,247
Mexico,6bnF93Rx87YqUBLSgjiMU8,2020-03-20,2021-02-08,14
Italy,6Dy1jexKYriXAVG6evyUTJ,2021-09-03,2022-02-01,150
Austria,22vgEDb5hykfaTwLuskFGD,2019-06-07,2020-03-19,199
Russian Federation,4R2kfaDFhslZEMJqAFNpdd,2020-07-25,2020-08-06,13
Denmark,5vWvjEdSmZrXckC6bww7nY,2021-07-29,2021-10-01,38
Spain,1fYxbJ0S3MZwY6MiWqYoDy,2018-09-27,2018-09-29,3
Canada,1LXbv9jiTtdBdHadZ317Gt,2018-01-09,2018-02-22,45
Colombia,3ke6it1vTmHtz2ApcIVUz5,2021-04-29,2021-06-10,32
Belgium,4dyrqiXUcK29hzrL2elqO3,2020-05-29,2020-08-08,49
Finland,4c2W3VKsOFoIg2SFaO6DY5,2017-05-26,2018-02-14,139
Slovakia,1iSZPndzmY6NvL1jAtIvY1,2018-06-29,2018-07-19,19
Paraguay,4Uy3kNxW2kB8AEoXljEcth,2018-12-15,2019-02-21,68
South Africa,5vdp5UmvTsnMEMESIF2Ym7,2018-12-06,2019-12-31,141
Australia,6MWoRt97mnSTXZhu3ggi9C,2020-07-25,2020-08-06,13
Guatemala,4Q5yMlwAfAoitqg4r9oZHN,2017-05-18,2017-06-08,10
Finland,7DBFslKWQzoRgO0HBBkL3u,2021-08-29,2021-09-02,5
Estonia,40qyPyljksBEqlNw5sW37T,2020-02-14,2020-02-14,1
Luxembourg,63ALxy05IGeKrfOjvGG7lO,2021-04-29,2021-04-30,2
Chile,69vlMrzHwATKzupwNcUPyK,2020-02-29,2022-02-11,713
Canada,1E1uGhNdBe6Dddbgs2KqtZ,2018-10-05,2018-10-10,5
Mexico,7FnHUsFRTMg8VYteFKj3xL,2018-05-25,2018-05-31,7
United States,5AEyKKiz6YPTLR7EDFLqMS,2019-06-28,2019-06-28,1
Peru,4rMNgxEwGWoPHIUcvB5BrB,2017-12-01,2017-12-01,1
United Kingdom,5RgMr8dngeaTaaTALdYdpy,2020-06-19,2020-06-19,1
Norway,6mSzsSdu0CWIV70jEjWMhI,2021-06-04,2021-08-19,72
South Africa,5HDPtsnyb3maFmPL8LLUTG,2019-03-25,2019-03-28,4
Ecuador,6gpcs5eMhJwax4mIfKDYQk,2017-05-01,2017-06-04,32
Viet Nam,7AzGrpsT9kTI6OUdMXlHWe,2019-10-09,2021-12-22,744
Italy,297aCpOFCVfdYPOEel7Vd1,2020-03-21,2020-03-31,11
Hong Kong,4RVbK6cV0VqWdpCDcx3hiT,2018-06-09,2018-06-22,14
Germany,0DNv3QYWibdoxgyLykB2l8,2021-03-31,2021-04-06,7
Peru,7igeByaBM0MgGsgXtNxDJ7,2020-10-23,2020-10-29,7
Czech Republic,6xSIsFET1hxpaYFQuHux4P,2021-09-06,2021-09-10,5
France,1Bxzw8ag71snOU9IbhXVD6,2017-11-11,2017-11-20,10
Lithuania,02omDtXymPDZHr7Bhntw4M,2021-05-18,2021-06-05,4
Poland,45498paIaNnX2YvyeyR8IB,2018-01-19,2018-01-19,1
Canada,6rPO02ozF3bM7NnOV4h6s2,2018-07-03,2019-07-01,83
Thailand,0mL82sxCRjrs3br407IdJh,2022-01-07,2022-01-19,12
Hungary,3zxrecYFao03IrrcyFiaMU,2017-12-01,2017-12-07,7
Norway,11aqn7HZZ3rJD5QvA3UV5N,2022-01-21,2022-02-03,14
United Arab Emirates,4E6Dxj76ostVEmeefzlDP8,2021-10-10,2021-11-10,27
Russian Federation,6PVBusNqOXiLIxub7C5Hzm,2021-12-31,2022-01-07,8
United Kingdom,2f8y4CuG57UJEmkG3ujd0D,2020-05-22,2020-05-22,1
Italy,0tcAvGC75MLSEdVMiI6wcW,2022-01-28,2022-01-29,2
Ireland,2BM7nF0pMIpLQOT04o691Z,2019-04-26,2019-06-18,38
Spain,6rwYZI7sVX2fIdTmc27flL,2020-12-04,2020-12-04,1
Austria,5B0kgjHULYJhAQkK5XsMoC,2021-06-25,2021-06-30,6
New Zealand,2hloaUoRonYssMuqLCBLTX,2019-02-08,2019-03-27,48
France,4ubJCbBzQMqtgrVAReBDnY,2019-01-25,2019-02-11,16
Switzerland,2iuNKcIOuHb9VIplN7NDoa,2019-12-20,2020-01-16,25
Ecuador,5Km4r87BoX2qqtoprYS1gh,2021-02-12,2021-03-25,42
Italy,6OhVfw1RJzWRHvb7Ljzj4A,2017-11-10,2017-11-10,1
Latvia,0EwS8XJQspgrj1zSUXhFkl,2018-11-28,2018-11-30,3
Dominican Republic,58q2HKrzhC3ozto2nDdN4z,2018-04-06,2020-09-21,630
Chile,6MNGxu8MprKGkchUchkJsy,2018-01-20,2018-05-24,122
New Zealand,02dRkCEc8Q5ch4TTcnLxOn,2019-06-21,2019-07-09,6
United States,7F9cT6hIRhnFCYP6GKS0tf,2021-09-03,2021-10-02,30
Czech Republic,5kB2KCYPAALht5ZSlE3eUR,2017-12-24,2020-12-24,4
Turkey,47Ean8ZLIyDCSMz9wS0Za7,2020-04-17,2020-07-28,96
Netherlands,35cOyocq8Gb6UcT0NWeTwn,2018-02-09,2018-02-09,1
Netherlands,2dyrLrVopYKGc3H9oOYSmZ,2021-03-05,2021-03-05,1
Romania,35RDmXJ59YYGNlv1KfTGsP,2019-04-18,2019-05-01,14
Germany,0YevRlTDW9tyIwViCyke8Q,2020-07-10,2020-07-10,1
Iceland,48VlmYWmONggBCfvz0I9ck,2019-08-30,2019-09-27,28
El Salvador,65NwOZqoXny4JxqAPlfxRF,2018-02-24,2018-04-25,60
South Africa,004nEmGTeP5Mus4qXxz3x2,2020-02-04,2020-06-27,75
France,4kWO6O1BUXcZmaxitpVUwp,2018-06-07,2018-10-25,140
South Africa,1O6O66jccyBLSgJAo44svF,2021-02-05,2021-02-12,8
Greece,4edS9dC0JPBlSS4p4gMOT0,2018-11-02,2018-11-21,20
Canada,1Ov37jtRQ2YNAe8HzfczkL,2021-09-17,2021-11-30,71
Indonesia,4V6MRo0CEAC9MwAm7dkPuL,2017-12-15,2018-01-11,25
South Africa,6tx3PPYfrkpeJqQH2oSxhH,2021-10-29,2021-12-16,28
Bulgaria,6R6ZoHTypt5lt68MWbzZXv,2020-05-28,2020-05-28,1
Netherlands,2Jb8VvaVSIFGS3emIwSVEx,2021-11-26,2021-11-26,1
Ireland,75FDPwaULRdYDn4StFN2rT,2017-12-26,2018-03-06,68
Czech Republic,3a94TbZOxhkI9xuNwYL53b,2022-02-04,2022-02-11,8
United Kingdom,5OxclJsdFESni44YlpNpkR,2020-06-26,2020-07-10,15
Lithuania,6vBdBCoOhKHiYDDOcorfNo,2019-07-05,2020-01-03,150
El Salvador,4RAJ1h4eqt2dHR6FyyiZLM,2021-07-16,2021-07-16,1
Global,7LLXLd0pisbEAdIVK502VM,2018-12-14,2018-12-14,1
Finland,7nG5qcyTmtpIG9u6UDSxEP,2020-02-07,2020-03-05,28
Sweden,1xy4apMFecGGkgBeaHFZ2M,2018-03-30,2018-04-19,14
Lithuania,3QssxZWm3suKZ9djf2gSt5,2021-04-02,2021-05-14,35
Philippines,1mWdTewIgB3gtBM3TOSFhB,2021-12-16,2022-02-11,55
Luxembourg,4T7Mfiho8k7yFMNZVXxado,2020-02-14,2020-02-14,1
Uruguay,7jaYm0oq552xugGmOeE6w5,2021-12-03,2022-02-11,71
Hong Kong,04LMZmQh5Le3F7OwLwHDEM,2018-06-01,2018-06-01,1
Nicaragua,10ImcQk9tihY1EKMDIbvXJ,2021-11-19,2021-11-20,2
Slovakia,0Rx0DJI556Ix5gBny6EWmn,2019-08-09,2019-09-11,33
Ireland,7ATATJztoWLcqDAcVVof0C,2018-09-06,2018-12-01,16
Israel,3m2aDCqn8eT5ElXDUiboGU,2018-10-19,2018-10-19,1
Germany,1zOMSnF631rlPHlS4hH9rV,2018-08-10,2018-11-24,93
New Zealand,3GZoWLVbmxcBys6g0DLFLf,2020-11-13,2021-04-03,121
New Zealand,2SBr3MK1sdMs8IxdRcN6qz,2017-12-21,2021-12-25,36
Slovakia,50f9ociiPREegL8eUXYbQu,2020-11-20,2020-11-26,7
Philippines,01dmH2IPkrLNWIMPNXlreE,2018-05-18,2018-06-04,18
Norway,00RTuCqRSWa8hAhirgg8Lp,2017-04-02,2017-06-17,74
El Salvador,3fhOpwaKobrELFjKLcXHgI,2020-09-04,2020-09-24,21
Taiwan,2OQIe5l7CJD8cys3MDJuEo,2017-01-27,2017-01-27,1
Austria,79hJaqmVdohltPBNN6BULM,2018-12-31,2018-12-31,1
Spain,2twUPIYOTqVivev47pf7bU,2017-01-01,2017-05-05,124
Japan,4HM0YbV3ALuIpxs6RhY7Ud,2020-07-17,2020-07-17,1
Greece,2VtwLRUgXEebI1DTGJTOCb,2021-06-03,2022-02-01,206
New Zealand,0Iw0cIy0D82WreyJBVYQyw,2019-11-02,2019-11-07,6
United States,7L6G0wpIUiPXuvoo7qhb06,2021-01-11,2021-02-20,41
Greece,52CLdezBWVldcnpfTI0Vh2,2018-07-28,2018-07-28,1
Turkey,3PY33MyiramtcLmNuXf4pp,2017-02-17,2017-02-17,1
New Zealand,6juLaduD4STCUDWT0AYun4,2020-10-29,2020-11-02,5
Hungary,2mMQFumTaHcwMZsiNE57Um,2019-04-12,2019-04-12,1
Viet Nam,5xkEz0UtM7A4eJEkpyeeQa,2018-04-06,2018-04-06,1
Poland,4mq14Qa6OehdiyZFtHcdCH,2017-07-23,2017-08-01,10
Hong Kong,7Fg342AJtNsIDdwCfX0paC,2018-04-13,2018-07-26,101
Australia,5PIB8aoUJoCRh1O5TEGdOj,2018-10-31,2018-10-31,1
Turkey,1SfN31KveHXNWCr6es8GGU,2021-06-18,2021-06-20,3
New Zealand,6XGddj522FQRHXEhBtjiJu,2017-04-28,2017-04-28,1
United Kingdom,4L7Y2OAPiY2I2GndZjAs5K,2017-07-23,2017-07-30,8
Italy,4UqezPB3zRA5Ff7zCmw13R,2018-06-22,2018-07-03,12
Belgium,6Dy1jexKYriXAVG6evyUTJ,2021-08-13,2022-02-11,176
Netherlands,5BoQxcxssH3HoU0bSPyKBa,2020-12-18,2020-12-28,6
Czech Republic,5LKkteRQ1wWv7XCIEA5F2q,2020-03-15,2020-03-22,3
Brazil,0j1tGcJJfq1nIs4i5GoHXv,2020-06-14,2020-10-29,85
Bolivia,2SLwbpExuoBDZBpjfefCtV,2022-01-07,2022-01-11,5
Switzerland,0r9d60ZYPAlFHq8qnUtkXN,2018-06-16,2018-07-14,6
Spain,0lMbuWUpfTWhEmOKxppEau,2017-06-05,2017-07-20,26
United Arab Emirates,3QCU8BT0zDS9LPVfEhRFEE,2020-11-08,2020-11-23,10
Ireland,6JdS5rJvJaRA7B1tcm7kxZ,2019-04-12,2019-04-12,1
Bolivia,36sOAsQjFqphPtasMThwzv,2021-08-20,2021-08-23,4
Argentina,0JP9xo3adEtGSdUEISiszL,2018-06-19,2018-11-01,84
Global,7v4pPS4A7NgY7bxFA3Etv3,2021-09-03,2021-09-10,8
Italy,7DBXA3QtkfRjt1ZwIn5CSm,2017-11-03,2018-03-01,80
Israel,4edS9dC0JPBlSS4p4gMOT0,2018-11-02,2018-11-21,20
Italy,0Yde1VrWbGF2Tus2AQhMuT,2019-09-06,2019-09-06,1
Argentina,7jRUINbSDOIeI3oPTFeQyP,2019-01-04,2019-01-07,4
Bulgaria,5rZlwNFl01HqLWBQGryKSm,2020-07-03,2021-05-07,239
South Africa,2mbAFKj9gePjW91G1WH3sp,2019-07-05,2019-07-08,3
Malaysia,1zB4vmk8tFRmM9UULNzbLB,2018-07-26,2019-02-03,148
Australia,25sgk305KZfyuqVBQIahim,2018-10-02,2020-07-08,523
Canada,5Lgqu1th1KqlG97OF2gWGe,2018-04-20,2018-05-03,14
Netherlands,68oM3yffAe38yHAXbl4Cv5,2018-06-01,2018-06-01,1
Portugal,6BfdcIPOdGPMxlLKhgDW4f,2020-10-30,2020-10-30,1
Saudi Arabia,2GxR28DVvyvL5VX6H45Wa0,2021-07-08,2022-02-11,219
Germany,3CUsYy61rwbmpi6bHDnuD4,2017-02-17,2017-02-17,1
Chile,3cZhoRYQFqJ8B9z0AN9gJB,2017-07-21,2017-07-22,2
Nicaragua,1qDrWA6lyx8cLECdZE7TV7,2021-03-24,2021-11-18,35
Norway,1yfyIdEw5U2bD5I6gxQCxW,2019-06-07,2019-08-10,63
Global,3ebXMykcMXOcLeJ9xZ17XH,2017-01-27,2018-03-26,384
New Zealand,7wC5eZcFS1Q1BsQ35DU6H4,2018-11-20,2019-04-24,124
Greece,6FvSS3Goz7OC8oCC2eWqe8,2021-07-27,2021-08-19,21
India,2cC4DfpPa7x1QZTKQpe3TP,2021-11-02,2022-01-12,45
Viet Nam,4xZ0aOYJSofSbwVSsDFk1J,2020-12-07,2020-12-10,3
Romania,08dz3ygXyFur6bL7Au8u8J,2020-12-25,2020-12-28,4
Germany,2mq5mCpZpJ9ZHOHAvMKSLZ,2022-02-06,2022-02-06,1
Brazil,69KvEkL28yjwoOtApmB6CL,2019-02-26,2019-06-30,93
Germany,5WHTFyqSii0lmT9R21abT8,2019-02-07,2020-04-12,352
Switzerland,40KdBH4W22BLxr6emgBIry,2019-06-21,2019-07-01,11
Bulgaria,590bUp2TKTfTS9NfiD4Nmn,2018-06-29,2018-06-29,1
Egypt,45AlyMChay2KdEDUIdNXoh,2020-03-27,2020-11-09,228
Latvia,1oUudyBYVGMIC8JXeIsFzq,2018-05-04,2018-05-04,1
Norway,57CsOeLJrdI20fS4Z8pZPj,2019-10-11,2019-10-11,1
Turkey,4O0CNJ3cTM4YTBcUEKjjtD,2021-05-07,2021-05-10,4
El Salvador,1Vej0qeQ3ioKwpI6FUbRv1,2017-07-21,2017-07-21,1
Canada,01NaNxAEmbxcmbfvCFQduv,2018-03-03,2018-03-07,5
Italy,0K2UmT0JOcEaLssWda2703,2020-10-30,2020-10-30,1
New Zealand,3wwo0bJvDSorOpNfzEkfXx,2019-12-09,2019-12-18,7
Netherlands,0vJFpxm8SDKAzqtJyVNXFw,2018-09-23,2018-09-23,1
Lithuania,1cKB3SubgD0oBJixfWuRQ6,2018-12-04,2018-12-04,1
Saudi Arabia,6cy3ki60hLwimwIje7tALf,2019-11-14,2020-02-12,29
France,2hdRW1DQqybcpnfh6G0Hkq,2020-03-27,2020-03-27,1
Japan,7CscXR0ITTTL5ChwCElwTr,2019-12-06,2020-07-17,84
Denmark,1f38Gx6xQz6r4H1jGVNBJo,2019-06-14,2019-07-24,41
Taiwan,7LpFbKbjfB2vuKx59Lgtdq,2018-02-09,2018-02-14,2
Germany,0r1kH7SIkkPP9W7mUknObF,2021-03-30,2021-03-31,2
Australia,6bQfNiqyCX7UaQSvVVGo4I,2021-09-10,2021-09-14,5
Dominican Republic,5TlZukfpPTtdirfY5GzHpH,2021-08-03,2021-08-31,28
Romania,0qh5U8Wo4JdXMD5JXRN7Og,2021-12-24,2021-12-24,1
United States,63dg6LdBGxa0QA93M2snLA,2020-02-14,2020-02-15,2
Japan,3dPCVrMwz2IF3lkhyrhQpZ,2019-09-11,2019-10-13,32
Finland,1GW9BNqRGTvPX0NdcGchJY,2021-09-22,2021-09-30,9
Global,1jg9clsGCDqOumfS0X5xm9,2019-11-15,2019-12-04,16
Romania,61aG4sM1VpLI6ux0vN9OP9,2021-12-24,2021-12-24,1
Brazil,563yuGweEqRVQtjfsDVRyK,2019-11-11,2020-10-06,249
Germany,0SfG57HqtBNqKN9O27fo1s,2019-02-01,2019-02-08,8
Switzerland,0GBLFtjCJnSbf9gmdtV6MV,2019-12-20,2019-12-20,1
Greece,5LZtB6nxvjIhUoElp3Zqk0,2020-12-04,2020-12-05,2
United States,5O9zs6G6RcB6yP1OKwnwiM,2018-05-11,2018-05-12,2
Norway,7eDuJcYnhufR6frQ8KnNid,2021-05-07,2021-05-07,1
Slovakia,7hlBGym7c6bDaXudIOSKJc,2018-12-07,2019-01-18,18
Norway,3vGmmVqWM33agHxB19EcAi,2017-09-21,2017-09-21,1
Germany,7BBmK5XPK2nKfWMFtxgOJJ,2020-12-28,2021-01-14,18
Peru,37vqCDZ6g5pZ5gqDS90MDP,2017-03-11,2017-06-08,84
Panama,00Ro1lnV3V6i87aY4t8Q43,2017-01-01,2021-01-01,6
Costa Rica,6ATIufHUOw1R1A4q46BqrN,2019-04-19,2019-11-08,203
Global,4qUijfYU8EoIWiY6oSyrgT,2021-04-09,2021-04-10,2
South Africa,7kt9e9LFSpN1zQtYEl19o1,2020-07-25,2020-08-04,9
Malaysia,5ScbulRnixQ2XAdvrPMFjz,2021-09-03,2021-09-04,2
Norway,0F13K9dwYH2zpTWiR8d628,2020-12-25,2020-12-25,1
South Africa,3CDVMejYHnB1SkEEx0T1N4,2020-10-02,2020-10-08,7
Ecuador,2Jq4Ei6P87YbP67asm2rP6,2021-09-10,2021-09-13,4
Italy,2I58YnM7LgGkfHMXydSexz,2020-05-29,2020-06-02,5
Ireland,3bCwWfwMOpcltYlt17gIRO,2019-07-26,2019-07-26,1
Guatemala,56BAJvpaWgvr6C4wmc37iU,2019-11-05,2020-01-23,80
Austria,0Zl4G9qcdXV5hVhdOirNHG,2019-04-24,2019-05-02,7
France,7vdq8RlxxuhB1GFIN9FIlI,2020-08-20,2021-01-21,155
Uruguay,2FrnTVSHjgnEylKGdHRUK1,2017-01-01,2018-04-14,461
Germany,6WkbQW89dlU7z6Tr99P0nl,2018-11-23,2019-01-25,61
Canada,0ITqOOwNtw5DP2GLYAlTQx,2018-03-30,2018-04-03,5
Global,5TRaIECBIfSkeqkKoG6psm,2017-12-22,2017-12-22,1
France,1mvW55iNogljkDC6d2jmOR,2019-12-12,2019-12-20,9
Turkey,77Ny1rmMwjTdRrYmK3Gjzg,2021-07-09,2021-07-31,23
Czech Republic,6sIbv1oWOuma2qV907MUbk,2020-10-30,2020-11-03,5
Greece,2dpaYNEQHiRxtZbfNsse99,2018-08-17,2020-01-25,437
Italy,7bj19gK4fsxhBnJxRp2V9T,2017-12-08,2017-12-14,7
Philippines,2Vx8E3K5icPZR7OCklWBXX,2018-06-29,2018-07-19,21
Turkey,5Q4QWV26MYHSHuMvTvjylO,2018-04-27,2018-04-29,3
Japan,57Enap29zKl7NGRdDJjkjA,2018-06-15,2018-08-31,72
Czech Republic,7CHi4DtfK4heMlQaudCuHK,2019-10-17,2021-07-21,577
United States,4uu7gKd1PffC7QEMcMk0Ro,2019-10-11,2019-10-12,2
Canada,0oibLPfL2AGkpLKEcSTeVO,2017-07-21,2017-07-22,2
Indonesia,1yFiaFeSLpw4nDYTeErRZ6,2017-07-21,2017-07-25,5
Portugal,2MbgQKWhoii8bqsMBWWWgA,2020-09-25,2020-09-25,1
Ireland,1gPzSt3pGqcyiyXBjSMLRv,2019-11-02,2019-11-02,1
Romania,7aHUol3Vz9xHm4Yot2dSKi,2018-10-05,2018-10-05,1
Indonesia,3E62X7LW2wbc678JnGMEYF,2022-01-28,2022-01-28,1
Belgium,3qk4wRMDlaeagZGjSYbsOV,2017-12-17,2018-01-17,27
United States,0sXvjZV7p4uvyPN4uQo3FH,2018-10-05,2018-10-11,7
Mexico,4yy5neMQNmXPbDS4pB7wnn,2018-02-08,2018-07-08,98
Switzerland,4MbYBTarkGoFO0CBzL3Ij6,2018-09-14,2018-09-14,1
Poland,6R6ZoHTypt5lt68MWbzZXv,2020-05-28,2020-05-28,1
Guatemala,2zkVH2daHyjS51g7PRJFDn,2019-11-26,2020-05-15,115
Saudi Arabia,0dNPpDFdvzj6XFIRzg2hmp,2021-11-23,2021-12-11,18
United States,5H7CwzYZ60e7w69tX4ivQN,2017-02-10,2017-02-10,1
Hungary,1Cicn7ce1xoVlq8gthE2eX,2017-09-15,2018-03-08,34
New Zealand,7bUcBztfGqO7cSI2gMZeCI,2018-02-10,2018-02-27,17
Brazil,6zCqeUUqLb2CapBmVwAHll,2017-01-01,2018-02-13,383
Taiwan,4OlxUgaQdtCJM6iWzvl6qY,2021-06-12,2021-06-12,1
Netherlands,0BOfpBx2l7GgVBH5kCw5gP,2021-03-26,2021-04-08,11
Mexico,3fd5jcZKAzoiivM4ZDwhyU,2019-03-08,2019-03-08,1
Canada,5irzewJoHob42Nq3P9kOYh,2021-10-05,2021-10-22,18
